Number of points: 1001
                Sun:                                            Mercury:                                        Venus:                                          Earth:                                          Mars:                                           Jupiter:                                        Saturn:                                         Uranus:                                         Neptun:                                         Pluto:                                          
Time            Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    Position_(x)    Position_(y)    Position_(z)    
1.670000e+00    1.978651e-03    6.216140e-04    0.000000e+00    -1.521904e-01   -2.842021e+00   0.000000e+00    6.940389e-01    1.086980e+00    0.000000e+00    1.651749e+00    -2.634008e-01   0.000000e+00    -1.960944e-01   -2.071122e+00   0.000000e+00    3.298867e+00    3.983356e+00    0.000000e+00    8.943133e+00    3.380893e+00    0.000000e+00    1.904120e+01    2.391040e+00    0.000000e+00    2.999932e+01    1.910355e+00    0.000000e+00    3.949489e+01    1.672034e+00    0.000000e+00    
1.680000e+00    2.001203e-03    6.316705e-04    0.000000e+00    -1.284085e-01   -2.832343e+00   0.000000e+00    6.409689e-01    1.117512e+00    0.000000e+00    1.655150e+00    -2.148120e-01   0.000000e+00    -1.542521e-01   -2.077076e+00   0.000000e+00    3.277415e+00    4.000566e+00    0.000000e+00    8.936028e+00    3.400280e+00    0.000000e+00    1.903941e+01    2.405284e+00    0.000000e+00    2.999859e+01    1.921779e+00    0.000000e+00    3.949447e+01    1.682041e+00    0.000000e+00    
1.690000e+00    2.023863e-03    6.418433e-04    0.000000e+00    -1.046001e-01   -2.822179e+00   0.000000e+00    5.866206e-01    1.146036e+00    0.000000e+00    1.657155e+00    -1.659995e-01   0.000000e+00    -1.123231e-01   -2.082123e+00   0.000000e+00    3.255870e+00    4.017662e+00    0.000000e+00    8.928881e+00    3.419651e+00    0.000000e+00    1.903761e+01    2.419526e+00    0.000000e+00    2.999786e+01    1.933202e+00    0.000000e+00    3.949404e+01    1.692047e+00    0.000000e+00    
1.700000e+00    2.046631e-03    6.521330e-04    0.000000e+00    -8.076908e-02   -2.811524e+00   0.000000e+00    5.310885e-01    1.172492e+00    0.000000e+00    1.657752e+00    -1.170033e-01   0.000000e+00    -7.032573e-02   -2.086264e+00   0.000000e+00    3.234230e+00    4.034645e+00    0.000000e+00    8.921694e+00    3.439007e+00    0.000000e+00    1.903580e+01    2.433766e+00    0.000000e+00    2.999712e+01    1.944626e+00    0.000000e+00    3.949361e+01    1.702053e+00    0.000000e+00    
1.710000e+00    2.069506e-03    6.625405e-04    0.000000e+00    -5.691938e-02   -2.800375e+00   0.000000e+00    4.744712e-01    1.196821e+00    0.000000e+00    1.656930e+00    -6.786403e-02   0.000000e+00    -2.827861e-02   -2.089498e+00   0.000000e+00    3.212498e+00    4.051512e+00    0.000000e+00    8.914467e+00    3.458347e+00    0.000000e+00    1.903398e+01    2.448006e+00    0.000000e+00    2.999637e+01    1.956049e+00    0.000000e+00    3.949318e+01    1.712059e+00    0.000000e+00    
1.720000e+00    2.092487e-03    6.730665e-04    0.000000e+00    -3.305495e-02   -2.788727e+00   0.000000e+00    4.168715e-01    1.218974e+00    0.000000e+00    1.654678e+00    -1.862299e-02   0.000000e+00    1.379993e-02    -2.091827e+00   0.000000e+00    3.190673e+00    4.068264e+00    0.000000e+00    8.907199e+00    3.477672e+00    0.000000e+00    1.903215e+01    2.462244e+00    0.000000e+00    2.999562e+01    1.967471e+00    0.000000e+00    3.949275e+01    1.722065e+00    0.000000e+00    
1.730000e+00    2.115574e-03    6.837118e-04    0.000000e+00    -9.179900e-03   -2.776577e+00   0.000000e+00    3.583952e-01    1.238907e+00    0.000000e+00    1.650988e+00    3.067780e-02    0.000000e+00    5.589164e-02    -2.093253e+00   0.000000e+00    3.168757e+00    4.084901e+00    0.000000e+00    8.899891e+00    3.496981e+00    0.000000e+00    1.903030e+01    2.476480e+00    0.000000e+00    2.999487e+01    1.978894e+00    0.000000e+00    3.949231e+01    1.732070e+00    0.000000e+00    
1.740000e+00    2.138765e-03    6.944771e-04    0.000000e+00    1.470158e-02    -2.763919e+00   0.000000e+00    2.991509e-01    1.256583e+00    0.000000e+00    1.645854e+00    7.999565e-02    0.000000e+00    9.797835e-02    -2.093777e+00   0.000000e+00    3.146749e+00    4.101421e+00    0.000000e+00    8.892542e+00    3.516274e+00    0.000000e+00    1.902845e+01    2.490716e+00    0.000000e+00    2.999411e+01    1.990316e+00    0.000000e+00    3.949187e+01    1.742076e+00    0.000000e+00    
1.750000e+00    2.162060e-03    7.053631e-04    0.000000e+00    3.858518e-02    -2.750749e+00   0.000000e+00    2.392492e-01    1.271975e+00    0.000000e+00    1.639268e+00    1.292873e-01    0.000000e+00    1.400420e-01    -2.093401e+00   0.000000e+00    3.124651e+00    4.117824e+00    0.000000e+00    8.885153e+00    3.535552e+00    0.000000e+00    1.902658e+01    2.504949e+00    0.000000e+00    2.999335e+01    2.001738e+00    0.000000e+00    3.949143e+01    1.752081e+00    0.000000e+00    
1.760000e+00    2.185458e-03    7.163705e-04    0.000000e+00    6.246646e-02    -2.737062e+00   0.000000e+00    1.788022e-01    1.285060e+00    0.000000e+00    1.631226e+00    1.785089e-01    0.000000e+00    1.820646e-01    -2.092129e+00   0.000000e+00    3.102463e+00    4.134110e+00    0.000000e+00    8.877724e+00    3.554814e+00    0.000000e+00    1.902471e+01    2.519182e+00    0.000000e+00    2.999259e+01    2.013159e+00    0.000000e+00    3.949099e+01    1.762087e+00    0.000000e+00    
1.770000e+00    2.208959e-03    7.274999e-04    0.000000e+00    8.634088e-02    -2.722854e+00   0.000000e+00    1.179225e-01    1.295824e+00    0.000000e+00    1.621724e+00    2.276161e-01    0.000000e+00    2.240284e-01    -2.089961e+00   0.000000e+00    3.080186e+00    4.150278e+00    0.000000e+00    8.870255e+00    3.574060e+00    0.000000e+00    1.902282e+01    2.533413e+00    0.000000e+00    2.999182e+01    2.024581e+00    0.000000e+00    3.949055e+01    1.772092e+00    0.000000e+00    
1.780000e+00    2.232560e-03    7.387519e-04    0.000000e+00    1.102038e-01    -2.708120e+00   0.000000e+00    5.672302e-02    1.304262e+00    0.000000e+00    1.610762e+00    2.765639e-01    0.000000e+00    2.659157e-01    -2.086903e+00   0.000000e+00    3.057820e+00    4.166328e+00    0.000000e+00    8.862745e+00    3.593290e+00    0.000000e+00    1.902092e+01    2.547643e+00    0.000000e+00    2.999104e+01    2.036002e+00    0.000000e+00    3.949010e+01    1.782097e+00    0.000000e+00    
1.790000e+00    2.256261e-03    7.501273e-04    0.000000e+00    1.340502e-01    -2.692854e+00   0.000000e+00    -4.684090e-03   1.310374e+00    0.000000e+00    1.598337e+00    3.253072e-01    0.000000e+00    3.077087e-01    -2.082956e+00   0.000000e+00    3.035366e+00    4.182259e+00    0.000000e+00    8.855195e+00    3.612503e+00    0.000000e+00    1.901902e+01    2.561871e+00    0.000000e+00    2.999026e+01    2.047422e+00    0.000000e+00    3.948965e+01    1.792102e+00    0.000000e+00    
1.800000e+00    2.280063e-03    7.616266e-04    0.000000e+00    1.578754e-01    -2.677052e+00   0.000000e+00    -6.618790e-02   1.314169e+00    0.000000e+00    1.584451e+00    3.738002e-01    0.000000e+00    3.493900e-01    -2.078124e+00   0.000000e+00    3.012824e+00    4.198070e+00    0.000000e+00    8.847606e+00    3.631701e+00    0.000000e+00    1.901710e+01    2.576098e+00    0.000000e+00    2.998948e+01    2.058843e+00    0.000000e+00    3.948919e+01    1.802107e+00    0.000000e+00    
1.810000e+00    2.303962e-03    7.732503e-04    0.000000e+00    1.816740e-01    -2.660707e+00   0.000000e+00    -1.276793e-01   1.315662e+00    0.000000e+00    1.569108e+00    4.219968e-01    0.000000e+00    3.909423e-01    -2.072412e+00   0.000000e+00    2.990196e+00    4.213762e+00    0.000000e+00    8.839976e+00    3.650882e+00    0.000000e+00    1.901517e+01    2.590323e+00    0.000000e+00    2.998869e+01    2.070263e+00    0.000000e+00    3.948874e+01    1.812112e+00    0.000000e+00    
1.820000e+00    2.327960e-03    7.849991e-04    0.000000e+00    2.054409e-01    -2.643814e+00   0.000000e+00    -1.890518e-01   1.314876e+00    0.000000e+00    1.552310e+00    4.698508e-01    0.000000e+00    4.323483e-01    -2.065823e+00   0.000000e+00    2.967481e+00    4.229334e+00    0.000000e+00    8.832305e+00    3.670047e+00    0.000000e+00    1.901323e+01    2.604547e+00    0.000000e+00    2.998790e+01    2.081683e+00    0.000000e+00    3.948828e+01    1.822117e+00    0.000000e+00    
1.830000e+00    2.352054e-03    7.968735e-04    0.000000e+00    2.291704e-01    -2.626368e+00   0.000000e+00    -2.502016e-01   1.311840e+00    0.000000e+00    1.534064e+00    5.173157e-01    0.000000e+00    4.735908e-01    -2.058361e+00   0.000000e+00    2.944681e+00    4.244785e+00    0.000000e+00    8.824595e+00    3.689195e+00    0.000000e+00    1.901128e+01    2.618770e+00    0.000000e+00    2.998711e+01    2.093102e+00    0.000000e+00    3.948782e+01    1.832121e+00    0.000000e+00    
1.840000e+00    2.376244e-03    8.088740e-04    0.000000e+00    2.528571e-01    -2.608362e+00   0.000000e+00    -3.110286e-01   1.306589e+00    0.000000e+00    1.514377e+00    5.643447e-01    0.000000e+00    5.146529e-01    -2.050033e+00   0.000000e+00    2.921796e+00    4.260115e+00    0.000000e+00    8.816845e+00    3.708327e+00    0.000000e+00    1.900932e+01    2.632991e+00    0.000000e+00    2.998630e+01    2.104521e+00    0.000000e+00    3.948735e+01    1.842126e+00    0.000000e+00    
1.850000e+00    2.400530e-03    8.210011e-04    0.000000e+00    2.764949e-01    -2.589790e+00   0.000000e+00    -3.714366e-01   1.299163e+00    0.000000e+00    1.493259e+00    6.108912e-01    0.000000e+00    5.555176e-01    -2.040841e+00   0.000000e+00    2.898826e+00    4.275323e+00    0.000000e+00    8.809055e+00    3.727442e+00    0.000000e+00    1.900735e+01    2.647210e+00    0.000000e+00    2.998550e+01    2.115940e+00    0.000000e+00    3.948689e+01    1.852130e+00    0.000000e+00    
1.860000e+00    2.424909e-03    8.332553e-04    0.000000e+00    3.000779e-01    -2.570647e+00   0.000000e+00    -4.313334e-01   1.289609e+00    0.000000e+00    1.470720e+00    6.569084e-01    0.000000e+00    5.961683e-01    -2.030793e+00   0.000000e+00    2.875773e+00    4.290409e+00    0.000000e+00    8.801226e+00    3.746540e+00    0.000000e+00    1.900537e+01    2.661428e+00    0.000000e+00    2.998469e+01    2.127359e+00    0.000000e+00    3.948642e+01    1.862134e+00    0.000000e+00    
1.870000e+00    2.449382e-03    8.456372e-04    0.000000e+00    3.235997e-01    -2.550924e+00   0.000000e+00    -4.906318e-01   1.277977e+00    0.000000e+00    1.446773e+00    7.023496e-01    0.000000e+00    6.365882e-01    -2.019893e+00   0.000000e+00    2.852637e+00    4.305372e+00    0.000000e+00    8.793356e+00    3.765622e+00    0.000000e+00    1.900337e+01    2.675645e+00    0.000000e+00    2.998388e+01    2.138777e+00    0.000000e+00    3.948595e+01    1.872139e+00    0.000000e+00    
1.880000e+00    2.473948e-03    8.581471e-04    0.000000e+00    3.470538e-01    -2.530617e+00   0.000000e+00    -5.492489e-01   1.264321e+00    0.000000e+00    1.421433e+00    7.471683e-01    0.000000e+00    6.767611e-01    -2.008147e+00   0.000000e+00    2.829419e+00    4.320213e+00    0.000000e+00    8.785446e+00    3.784687e+00    0.000000e+00    1.900137e+01    2.689860e+00    0.000000e+00    2.998306e+01    2.150195e+00    0.000000e+00    3.948547e+01    1.882143e+00    0.000000e+00    
1.890000e+00    2.498605e-03    8.707856e-04    0.000000e+00    3.704333e-01    -2.509717e+00   0.000000e+00    -6.071071e-01   1.248700e+00    0.000000e+00    1.394715e+00    7.913183e-01    0.000000e+00    7.166704e-01    -1.995561e+00   0.000000e+00    2.806118e+00    4.334930e+00    0.000000e+00    8.777497e+00    3.803734e+00    0.000000e+00    1.899936e+01    2.704074e+00    0.000000e+00    2.998224e+01    2.161613e+00    0.000000e+00    3.948500e+01    1.892146e+00    0.000000e+00    
1.900000e+00    2.523353e-03    8.835530e-04    0.000000e+00    3.937314e-01    -2.488218e+00   0.000000e+00    -6.641341e-01   1.231176e+00    0.000000e+00    1.366638e+00    8.347536e-01    0.000000e+00    7.563000e-01    -1.982141e+00   0.000000e+00    2.782737e+00    4.349522e+00    0.000000e+00    8.769508e+00    3.822765e+00    0.000000e+00    1.899733e+01    2.718286e+00    0.000000e+00    2.998141e+01    2.173030e+00    0.000000e+00    3.948452e+01    1.902150e+00    0.000000e+00    
1.910000e+00    2.548191e-03    8.964499e-04    0.000000e+00    4.169406e-01    -2.466112e+00   0.000000e+00    -7.202624e-01   1.211813e+00    0.000000e+00    1.337222e+00    8.774287e-01    0.000000e+00    7.956339e-01    -1.967895e+00   0.000000e+00    2.759275e+00    4.363991e+00    0.000000e+00    8.761479e+00    3.841778e+00    0.000000e+00    1.899530e+01    2.732497e+00    0.000000e+00    2.998058e+01    2.184447e+00    0.000000e+00    3.948404e+01    1.912154e+00    0.000000e+00    
1.920000e+00    2.573118e-03    9.094766e-04    0.000000e+00    4.400532e-01    -2.443391e+00   0.000000e+00    -7.754300e-01   1.190677e+00    0.000000e+00    1.306488e+00    9.192984e-01    0.000000e+00    8.346562e-01    -1.952828e+00   0.000000e+00    2.735734e+00    4.378335e+00    0.000000e+00    8.753411e+00    3.860775e+00    0.000000e+00    1.899325e+01    2.746706e+00    0.000000e+00    2.997974e+01    2.195864e+00    0.000000e+00    3.948356e+01    1.922157e+00    0.000000e+00    
1.930000e+00    2.598133e-03    9.226335e-04    0.000000e+00    4.630614e-01    -2.420049e+00   0.000000e+00    -8.295800e-01   1.167837e+00    0.000000e+00    1.274460e+00    9.603185e-01    0.000000e+00    8.733511e-01    -1.936949e+00   0.000000e+00    2.712113e+00    4.392553e+00    0.000000e+00    8.745303e+00    3.879754e+00    0.000000e+00    1.899119e+01    2.760914e+00    0.000000e+00    2.997890e+01    2.207280e+00    0.000000e+00    3.948307e+01    1.932161e+00    0.000000e+00    
1.940000e+00    2.623236e-03    9.359210e-04    0.000000e+00    4.859568e-01    -2.396076e+00   0.000000e+00    -8.826608e-01   1.143362e+00    0.000000e+00    1.241163e+00    1.000445e+00    0.000000e+00    9.117030e-01    -1.920264e+00   0.000000e+00    2.688414e+00    4.406646e+00    0.000000e+00    8.737155e+00    3.898715e+00    0.000000e+00    1.898913e+01    2.775120e+00    0.000000e+00    2.997806e+01    2.218696e+00    0.000000e+00    3.948258e+01    1.942164e+00    0.000000e+00    
1.950000e+00    2.648426e-03    9.493396e-04    0.000000e+00    5.087308e-01    -2.371465e+00   0.000000e+00    -9.346255e-01   1.117322e+00    0.000000e+00    1.206624e+00    1.039635e+00    0.000000e+00    9.496964e-01    -1.902781e+00   0.000000e+00    2.664637e+00    4.420612e+00    0.000000e+00    8.728968e+00    3.917659e+00    0.000000e+00    1.898705e+01    2.789324e+00    0.000000e+00    2.997721e+01    2.230112e+00    0.000000e+00    3.948209e+01    1.952167e+00    0.000000e+00    
1.960000e+00    2.673701e-03    9.628896e-04    0.000000e+00    5.313744e-01    -2.346206e+00   0.000000e+00    -9.854325e-01   1.089789e+00    0.000000e+00    1.170873e+00    1.077847e+00    0.000000e+00    9.873160e-01    -1.884508e+00   0.000000e+00    2.640782e+00    4.434452e+00    0.000000e+00    8.720741e+00    3.936586e+00    0.000000e+00    1.898496e+01    2.803527e+00    0.000000e+00    2.997636e+01    2.241528e+00    0.000000e+00    3.948160e+01    1.962170e+00    0.000000e+00    
1.970000e+00    2.699061e-03    9.765715e-04    0.000000e+00    5.538780e-01    -2.320291e+00   0.000000e+00    -1.035045e+00   1.060833e+00    0.000000e+00    1.133940e+00    1.115039e+00    0.000000e+00    1.024547e+00    -1.865454e+00   0.000000e+00    2.616852e+00    4.448164e+00    0.000000e+00    8.712475e+00    3.955494e+00    0.000000e+00    1.898286e+01    2.817729e+00    0.000000e+00    2.997550e+01    2.252943e+00    0.000000e+00    3.948110e+01    1.972173e+00    0.000000e+00    
1.980000e+00    2.724506e-03    9.903855e-04    0.000000e+00    5.762317e-01    -2.293710e+00   0.000000e+00    -1.083429e+00   1.030524e+00    0.000000e+00    1.095857e+00    1.151171e+00    0.000000e+00    1.061374e+00    -1.845625e+00   0.000000e+00    2.592845e+00    4.461750e+00    0.000000e+00    8.704169e+00    3.974385e+00    0.000000e+00    1.898075e+01    2.831929e+00    0.000000e+00    2.997464e+01    2.264357e+00    0.000000e+00    3.948060e+01    1.982176e+00    0.000000e+00    
1.990000e+00    2.750033e-03    1.004332e-03    0.000000e+00    5.984253e-01    -2.266455e+00   0.000000e+00    -1.130559e+00   9.989341e-01    0.000000e+00    1.056658e+00    1.186205e+00    0.000000e+00    1.097782e+00    -1.825032e+00   0.000000e+00    2.568763e+00    4.475207e+00    0.000000e+00    8.695824e+00    3.993259e+00    0.000000e+00    1.897863e+01    2.846127e+00    0.000000e+00    2.997377e+01    2.275772e+00    0.000000e+00    3.948010e+01    1.992179e+00    0.000000e+00    
2.000000e+00    2.775644e-03    1.018412e-03    0.000000e+00    6.204478e-01    -2.238515e+00   0.000000e+00    -1.176409e+00   9.661312e-01    0.000000e+00    1.016379e+00    1.220102e+00    0.000000e+00    1.133757e+00    -1.803683e+00   0.000000e+00    2.544607e+00    4.488536e+00    0.000000e+00    8.687440e+00    4.012114e+00    0.000000e+00    1.897650e+01    2.860324e+00    0.000000e+00    2.997290e+01    2.287186e+00    0.000000e+00    3.947959e+01    2.002181e+00    0.000000e+00    
2.010000e+00    2.801336e-03    1.032624e-03    0.000000e+00    6.422878e-01    -2.209880e+00   0.000000e+00    -1.220959e+00   9.321843e-01    0.000000e+00    9.750575e-01    1.252827e+00    0.000000e+00    1.169284e+00    -1.781587e+00   0.000000e+00    2.520377e+00    4.501736e+00    0.000000e+00    8.679016e+00    4.030951e+00    0.000000e+00    1.897436e+01    2.874519e+00    0.000000e+00    2.997202e+01    2.298600e+00    0.000000e+00    3.947909e+01    2.012183e+00    0.000000e+00    
2.020000e+00    2.827109e-03    1.046971e-03    0.000000e+00    6.639334e-01    -2.180540e+00   0.000000e+00    -1.264194e+00   8.971605e-01    0.000000e+00    9.327319e-01    1.284344e+00    0.000000e+00    1.204349e+00    -1.758753e+00   0.000000e+00    2.496074e+00    4.514808e+00    0.000000e+00    8.670553e+00    4.049770e+00    0.000000e+00    1.897221e+01    2.888712e+00    0.000000e+00    2.997115e+01    2.310013e+00    0.000000e+00    3.947858e+01    2.022186e+00    0.000000e+00    
2.030000e+00    2.852962e-03    1.061451e-03    0.000000e+00    6.853719e-01    -2.150484e+00   0.000000e+00    -1.306100e+00   8.611260e-01    0.000000e+00    8.894425e-01    1.314620e+00    0.000000e+00    1.238937e+00    -1.735192e+00   0.000000e+00    2.471699e+00    4.527749e+00    0.000000e+00    8.662051e+00    4.068571e+00    0.000000e+00    1.897004e+01    2.902904e+00    0.000000e+00    2.997026e+01    2.321427e+00    0.000000e+00    3.947807e+01    2.032188e+00    0.000000e+00    
2.040000e+00    2.878894e-03    1.076066e-03    0.000000e+00    7.065901e-01    -2.119700e+00   0.000000e+00    -1.346667e+00   8.241449e-01    0.000000e+00    8.452309e-01    1.343624e+00    0.000000e+00    1.273036e+00    -1.710912e+00   0.000000e+00    2.447252e+00    4.540561e+00    0.000000e+00    8.653510e+00    4.087354e+00    0.000000e+00    1.896787e+01    2.917095e+00    0.000000e+00    2.996937e+01    2.332839e+00    0.000000e+00    3.947755e+01    2.042190e+00    0.000000e+00    
2.050000e+00    2.904905e-03    1.090816e-03    0.000000e+00    7.275741e-01    -2.088178e+00   0.000000e+00    -1.385889e+00   7.862803e-01    0.000000e+00    8.001401e-01    1.371326e+00    0.000000e+00    1.306630e+00    -1.685924e+00   0.000000e+00    2.422733e+00    4.553242e+00    0.000000e+00    8.644929e+00    4.106119e+00    0.000000e+00    1.896569e+01    2.931283e+00    0.000000e+00    2.996848e+01    2.344252e+00    0.000000e+00    3.947704e+01    2.052192e+00    0.000000e+00    
2.060000e+00    2.930994e-03    1.105700e-03    0.000000e+00    7.483090e-01    -2.055906e+00   0.000000e+00    -1.423763e+00   7.475930e-01    0.000000e+00    7.542142e-01    1.397696e+00    0.000000e+00    1.339707e+00    -1.660238e+00   0.000000e+00    2.398145e+00    4.565793e+00    0.000000e+00    8.636310e+00    4.124865e+00    0.000000e+00    1.896349e+01    2.945470e+00    0.000000e+00    2.996758e+01    2.355664e+00    0.000000e+00    3.947652e+01    2.062194e+00    0.000000e+00    
2.070000e+00    2.957159e-03    1.120720e-03    0.000000e+00    7.687795e-01    -2.022871e+00   0.000000e+00    -1.460286e+00   7.081425e-01    0.000000e+00    7.074984e-01    1.422709e+00    0.000000e+00    1.372253e+00    -1.633865e+00   0.000000e+00    2.373486e+00    4.578212e+00    0.000000e+00    8.627651e+00    4.143592e+00    0.000000e+00    1.896129e+01    2.959656e+00    0.000000e+00    2.996668e+01    2.367076e+00    0.000000e+00    3.947600e+01    2.072195e+00    0.000000e+00    
2.080000e+00    2.983401e-03    1.135876e-03    0.000000e+00    7.889690e-01    -1.989060e+00   0.000000e+00    -1.495459e+00   6.679862e-01    0.000000e+00    6.600391e-01    1.446340e+00    0.000000e+00    1.404254e+00    -1.606815e+00   0.000000e+00    2.348759e+00    4.590500e+00    0.000000e+00    8.618954e+00    4.162301e+00    0.000000e+00    1.895907e+01    2.973840e+00    0.000000e+00    2.996578e+01    2.378487e+00    0.000000e+00    3.947547e+01    2.082197e+00    0.000000e+00    
2.090000e+00    3.009718e-03    1.151167e-03    0.000000e+00    8.088602e-01    -1.954461e+00   0.000000e+00    -1.529287e+00   6.271796e-01    0.000000e+00    6.118835e-01    1.468565e+00    0.000000e+00    1.435698e+00    -1.579100e+00   0.000000e+00    2.323963e+00    4.602656e+00    0.000000e+00    8.610217e+00    4.180991e+00    0.000000e+00    1.895684e+01    2.988022e+00    0.000000e+00    2.996487e+01    2.389898e+00    0.000000e+00    3.947495e+01    2.092198e+00    0.000000e+00    
2.100000e+00    3.036109e-03    1.166595e-03    0.000000e+00    8.284347e-01    -1.919059e+00   0.000000e+00    -1.561774e+00   5.857764e-01    0.000000e+00    5.630798e-01    1.489365e+00    0.000000e+00    1.466572e+00    -1.550731e+00   0.000000e+00    2.299100e+00    4.614679e+00    0.000000e+00    8.601441e+00    4.199663e+00    0.000000e+00    1.895461e+01    3.002202e+00    0.000000e+00    2.996395e+01    2.401309e+00    0.000000e+00    3.947442e+01    2.102199e+00    0.000000e+00    
2.110000e+00    3.062575e-03    1.182160e-03    0.000000e+00    8.476731e-01    -1.882842e+00   0.000000e+00    -1.592927e+00   5.438284e-01    0.000000e+00    5.136768e-01    1.508721e+00    0.000000e+00    1.496863e+00    -1.521718e+00   0.000000e+00    2.274169e+00    4.626570e+00    0.000000e+00    8.592627e+00    4.218316e+00    0.000000e+00    1.895236e+01    3.016381e+00    0.000000e+00    2.996303e+01    2.412720e+00    0.000000e+00    3.947388e+01    2.112200e+00    0.000000e+00    
2.120000e+00    3.089113e-03    1.197862e-03    0.000000e+00    8.665546e-01    -1.845794e+00   0.000000e+00    -1.622754e+00   5.013853e-01    0.000000e+00    4.637240e-01    1.526615e+00    0.000000e+00    1.526559e+00    -1.492075e+00   0.000000e+00    2.249173e+00    4.638328e+00    0.000000e+00    8.583774e+00    4.236949e+00    0.000000e+00    1.895010e+01    3.030558e+00    0.000000e+00    2.996211e+01    2.424130e+00    0.000000e+00    3.947335e+01    2.122201e+00    0.000000e+00    
2.130000e+00    3.115723e-03    1.213701e-03    0.000000e+00    8.850573e-01    -1.807902e+00   0.000000e+00    -1.651266e+00   4.584950e-01    0.000000e+00    4.132715e-01    1.543034e+00    0.000000e+00    1.555648e+00    -1.461812e+00   0.000000e+00    2.224111e+00    4.649952e+00    0.000000e+00    8.574882e+00    4.255564e+00    0.000000e+00    1.894783e+01    3.044734e+00    0.000000e+00    2.996118e+01    2.435539e+00    0.000000e+00    3.947281e+01    2.132202e+00    0.000000e+00    
2.140000e+00    3.142405e-03    1.229677e-03    0.000000e+00    9.031578e-01    -1.769148e+00   0.000000e+00    -1.678474e+00   4.152037e-01    0.000000e+00    3.623696e-01    1.557965e+00    0.000000e+00    1.584117e+00    -1.430941e+00   0.000000e+00    2.198984e+00    4.661443e+00    0.000000e+00    8.565951e+00    4.274160e+00    0.000000e+00    1.894555e+01    3.058908e+00    0.000000e+00    2.996025e+01    2.446949e+00    0.000000e+00    3.947227e+01    2.142203e+00    0.000000e+00    
2.150000e+00    3.169157e-03    1.245792e-03    0.000000e+00    9.208313e-01    -1.729519e+00   0.000000e+00    -1.704390e+00   3.715554e-01    0.000000e+00    3.110692e-01    1.571397e+00    0.000000e+00    1.611955e+00    -1.399476e+00   0.000000e+00    2.173793e+00    4.672799e+00    0.000000e+00    8.556982e+00    4.292737e+00    0.000000e+00    1.894326e+01    3.073080e+00    0.000000e+00    2.995932e+01    2.458358e+00    0.000000e+00    3.947173e+01    2.152203e+00    0.000000e+00    
2.160000e+00    3.195979e-03    1.262044e-03    0.000000e+00    9.380512e-01    -1.688997e+00   0.000000e+00    -1.729028e+00   3.275926e-01    0.000000e+00    2.594211e-01    1.583322e+00    0.000000e+00    1.639149e+00    -1.367427e+00   0.000000e+00    2.148539e+00    4.684020e+00    0.000000e+00    8.547974e+00    4.311294e+00    0.000000e+00    1.894096e+01    3.087250e+00    0.000000e+00    2.995838e+01    2.469766e+00    0.000000e+00    3.947119e+01    2.162204e+00    0.000000e+00    
2.170000e+00    3.222870e-03    1.278435e-03    0.000000e+00    9.547893e-01    -1.647567e+00   0.000000e+00    -1.752402e+00   2.833558e-01    0.000000e+00    2.074766e-01    1.593735e+00    0.000000e+00    1.665690e+00    -1.334810e+00   0.000000e+00    2.123222e+00    4.695107e+00    0.000000e+00    8.538927e+00    4.329832e+00    0.000000e+00    1.893865e+01    3.101419e+00    0.000000e+00    2.995743e+01    2.481175e+00    0.000000e+00    3.947064e+01    2.172204e+00    0.000000e+00    
2.180000e+00    3.249829e-03    1.294965e-03    0.000000e+00    9.710153e-01    -1.605210e+00   0.000000e+00    -1.774527e+00   2.388839e-01    0.000000e+00    1.552864e-01    1.602630e+00    0.000000e+00    1.691565e+00    -1.301635e+00   0.000000e+00    2.097844e+00    4.706059e+00    0.000000e+00    8.529841e+00    4.348350e+00    0.000000e+00    1.893633e+01    3.115586e+00    0.000000e+00    2.995648e+01    2.492583e+00    0.000000e+00    3.947009e+01    2.182204e+00    0.000000e+00    
2.190000e+00    3.276855e-03    1.311634e-03    0.000000e+00    9.866968e-01    -1.561910e+00   0.000000e+00    -1.795420e+00   1.942140e-01    0.000000e+00    1.029015e-01    1.610006e+00    0.000000e+00    1.716763e+00    -1.267916e+00   0.000000e+00    2.072403e+00    4.716874e+00    0.000000e+00    8.520718e+00    4.366850e+00    0.000000e+00    1.893399e+01    3.129751e+00    0.000000e+00    2.995553e+01    2.503990e+00    0.000000e+00    3.946954e+01    2.192204e+00    0.000000e+00    
2.200000e+00    3.303948e-03    1.328442e-03    0.000000e+00    1.001799e+00    -1.517648e+00   0.000000e+00    -1.815096e+00   1.493816e-01    0.000000e+00    5.037264e-02    1.615864e+00    0.000000e+00    1.741275e+00    -1.233667e+00   0.000000e+00    2.046903e+00    4.727554e+00    0.000000e+00    8.511555e+00    4.385329e+00    0.000000e+00    1.893165e+01    3.143915e+00    0.000000e+00    2.995457e+01    2.515397e+00    0.000000e+00    3.946898e+01    2.202204e+00    0.000000e+00    
