       x:          approx:          exact:          
     0.60239760     0.39520972     -5.0800516
     0.60339660     0.39423482     -5.0800516
     0.60439560     0.39325968     -5.0800516
     0.60539461     0.39228430     -5.0800516
     0.60639361     0.39130869     -5.0800516
     0.60739261     0.39033285     -5.0800516
     0.60839161     0.38935678     -5.0800516
     0.60939061     0.38838048     -5.0800516
     0.61038961     0.38740395     -5.0800516
     0.61138861     0.38642721     -5.0800516
     0.61238761     0.38545024     -5.0800516
     0.61338661     0.38447305     -5.0800516
     0.61438561     0.38349565     -5.0800516
     0.61538462     0.38251803     -5.0800516
     0.61638362     0.38154020     -5.0800516
     0.61738262     0.38056216     -5.0800516
     0.61838162     0.37958391     -5.0800516
     0.61938062     0.37860546     -5.0800516
     0.62037962     0.37762680     -5.0800516
     0.62137862     0.37664794     -5.0800516
     0.62237762     0.37566889     -5.0800516
     0.62337662     0.37468963     -5.0800516
     0.62437562     0.37371018     -5.0800516
     0.62537463     0.37273053     -5.0800516
     0.62637363     0.37175069     -5.0800516
     0.62737263     0.37077066     -5.0800516
     0.62837163     0.36979045     -5.0800516
     0.62937063     0.36881005     -5.0800516
     0.63036963     0.36782946     -5.0800516
     0.63136863     0.36684869     -5.0800516
     0.63236763     0.36586774     -5.0800516
     0.63336663     0.36488661     -5.0800516
     0.63436563     0.36390530     -5.0800516
     0.63536464     0.36292382     -5.0800516
     0.63636364     0.36194216     -5.0800516
     0.63736264     0.36096034     -5.0800516
     0.63836164     0.35997834     -5.0800516
     0.63936064     0.35899617     -5.0800516
     0.64035964     0.35801384     -5.0800516
     0.64135864     0.35703134     -5.0800516
     0.64235764     0.35604868     -5.0800516
     0.64335664     0.35506585     -5.0800516
     0.64435564     0.35408287     -5.0800516
     0.64535465     0.35309973     -5.0800516
     0.64635365     0.35211643     -5.0800516
     0.64735265     0.35113297     -5.0800516
     0.64835165     0.35014936     -5.0800516
     0.64935065     0.34916560     -5.0800516
     0.65034965     0.34818168     -5.0800516
     0.65134865     0.34719762     -5.0800516
     0.65234765     0.34621341     -5.0800516
     0.65334665     0.34522905     -5.0800516
     0.65434565     0.34424455     -5.0800516
     0.65534466     0.34325990     -5.0800516
     0.65634366     0.34227511     -5.0800516
     0.65734266     0.34129018     -5.0800516
     0.65834166     0.34030511     -5.0800516
     0.65934066     0.33931991     -5.0800516
     0.66033966     0.33833456     -5.0800516
     0.66133866     0.33734908     -5.0800516
     0.66233766     0.33636347     -5.0800516
     0.66333666     0.33537773     -5.0800516
     0.66433566     0.33439185     -5.0800516
     0.66533467     0.33340584     -5.0800516
     0.66633367     0.33241971     -5.0800516
     0.66733267     0.33143344     -5.0800516
     0.66833167     0.33044705     -5.0800516
     0.66933067     0.32946054     -5.0800516
     0.67032967     0.32847390     -5.0800516
     0.67132867     0.32748714     -5.0800516
     0.67232767     0.32650026     -5.0800516
     0.67332667     0.32551326     -5.0800516
     0.67432567     0.32452614     -5.0800516
     0.67532468     0.32353890     -5.0800516
     0.67632368     0.32255155     -5.0800516
     0.67732268     0.32156408     -5.0800516
     0.67832168     0.32057649     -5.0800516
     0.67932068     0.31958879     -5.0800516
     0.68031968     0.31860099     -5.0800516
     0.68131868     0.31761307     -5.0800516
     0.68231768     0.31662504     -5.0800516
     0.68331668     0.31563690     -5.0800516
     0.68431568     0.31464865     -5.0800516
     0.68531469     0.31366030     -5.0800516
     0.68631369     0.31267184     -5.0800516
     0.68731269     0.31168328     -5.0800516
     0.68831169     0.31069462     -5.0800516
     0.68931069     0.30970585     -5.0800516
     0.69030969     0.30871698     -5.0800516
     0.69130869     0.30772801     -5.0800516
